id_cliente,idade,renda_mensal,estado,canal_aquisicao,id_pedido,sku_produto,data_compra,quantidade,categoria,linha,custo_producao,preco_venda,Lucro
CLI03157,50,7909.25,MG,Orgânico,PED018798,SKU013,2025-03-02,3,Café,Padrão,13.05,16.27,3.219999999999999
CLI03157,50,7909.25,MG,Orgânico,PED024974,SKU040,2025-11-04,5,Chocolate,Padrão,12.65,17.56,4.909999999999998
CLI03157,50,7909.25,MG,Orgânico,PED027667,SKU034,2025-02-08,2,Café,Padrão,28.01,34.38,6.370000000000001
CLI03157,50,7909.25,MG,Orgânico,PED039165,SKU005,2025-03-30,3,Café,Padrão,8.25,10.54,2.289999999999999
CLI03158,35,5123.84,SP,Instagram,PED001845,SKU021,2025-08-05,1,Queijo,Fancy,34.11,92.27,58.16
CLI03158,35,5123.84,SP,Instagram,PED020745,SKU017,2025-01-29,2,Café,Fancy,49.65,128.55,78.9
CLI03159,69,10281.71,PR,Google,PED002991,SKU021,2025-01-16,2,Queijo,Fancy,34.11,92.27,58.16
CLI03159,69,10281.71,PR,Google,PED007585,SKU044,2025-07-30,1,Café,Fancy,33.82,116.07,82.25
CLI03159,69,10281.71,PR,Google,PED016815,SKU007,2025-09-05,2,Chocolate,Padrão,10.68,13.22,2.540000000000001
CLI03159,69,10281.71,PR,Google,PED030416,SKU004,2025-03-02,5,Vinho,Padrão,15.7,20.26,4.560000000000002
CLI03160,66,8100.21,SC,Orgânico,PED010791,SKU026,2025-02-16,4,Vinho,Padrão,17.76,22.58,4.819999999999997
CLI03160,66,8100.21,SC,Orgânico,PED031002,SKU041,2025-01-13,2,Café,Fancy,28.04,86.55,58.51
CLI03160,66,8100.21,SC,Orgânico,PED036566,SKU031,2025-01-08,3,Queijo,Padrão,14.02,17.8,3.780000000000001
CLI03160,66,8100.21,SC,Orgânico,PED039089,SKU031,2025-07-01,2,Queijo,Padrão,14.02,17.8,3.780000000000001
CLI03160,66,8100.21,SC,Orgânico,PED043231,SKU020,2025-09-15,5,Vinho,Padrão,13.27,18.56,5.289999999999999
CLI03161,45,3677.49,MG,Google,PED027759,SKU023,2025-05-15,5,Vinho,Padrão,18.37,23.98,5.609999999999999
CLI03161,45,3677.49,MG,Google,PED028720,SKU003,2025-02-15,3,Café,Padrão,28.73,37.16,8.429999999999996
CLI03161,45,3677.49,MG,Google,PED028852,SKU032,2025-06-12,4,Chocolate,Padrão,29.64,36.07,6.43
CLI03161,45,3677.49,MG,Google,PED030173,SKU026,2025-10-02,2,Vinho,Padrão,17.76,22.58,4.819999999999997
CLI03161,45,3677.49,MG,Google,PED034692,SKU035,2025-07-16,4,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI03161,45,3677.49,MG,Google,PED047971,SKU027,2025-05-30,3,Queijo,Padrão,16.11,20.55,4.440000000000001
CLI03161,45,3677.49,MG,Google,PED048873,SKU018,2025-11-30,3,Café,Padrão,5.9,7.71,1.8099999999999996
CLI03162,64,1594.12,RS,Orgânico,PED006841,SKU006,2025-08-20,3,Queijo,Padrão,24.85,33.3,8.449999999999996
CLI03162,64,1594.12,RS,Orgânico,PED010904,SKU012,2025-12-20,5,Café,Padrão,21.24,29.1,7.860000000000003
CLI03162,64,1594.12,RS,Orgânico,PED016284,SKU013,2025-05-26,4,Café,Padrão,13.05,16.27,3.219999999999999
CLI03162,64,1594.12,RS,Orgânico,PED024204,SKU011,2025-01-29,2,Queijo,Fancy,29.61,95.33,65.72
CLI03162,64,1594.12,RS,Orgânico,PED025390,SKU006,2025-08-25,5,Queijo,Padrão,24.85,33.3,8.449999999999996
CLI03162,64,1594.12,RS,Orgânico,PED031836,SKU025,2025-05-16,3,Chocolate,Padrão,7.36,9.23,1.87
CLI03163,28,5552.66,BA,Instagram,PED007662,SKU048,2025-11-14,2,Chocolate,Fancy,32.15,97.58,65.43
CLI03163,28,5552.66,BA,Instagram,PED010732,SKU038,2026-01-01,1,Queijo,Fancy,41.12,86.83,45.71
CLI03163,28,5552.66,BA,Instagram,PED012287,SKU017,2025-08-07,1,Café,Fancy,49.65,128.55,78.9
CLI03163,28,5552.66,BA,Instagram,PED019927,SKU049,2025-02-22,1,Café,Fancy,31.37,77.62,46.25
CLI03163,28,5552.66,BA,Instagram,PED022156,SKU015,2025-05-17,2,Queijo,Fancy,27.02,70.79,43.77000000000001
CLI03163,28,5552.66,BA,Instagram,PED028262,SKU021,2025-11-09,1,Queijo,Fancy,34.11,92.27,58.16
CLI03163,28,5552.66,BA,Instagram,PED038954,SKU037,2025-05-24,2,Vinho,Fancy,22.55,50.24,27.69
CLI03163,28,5552.66,BA,Instagram,PED042184,SKU039,2025-05-29,2,Queijo,Fancy,37.03,128.84,91.81
CLI03164,62,5511.58,MG,Google,PED003411,SKU004,2025-10-02,4,Vinho,Padrão,15.7,20.26,4.560000000000002
CLI03165,50,9293.19,SC,Google,PED001403,SKU020,2025-02-03,4,Vinho,Padrão,13.27,18.56,5.289999999999999
CLI03165,50,9293.19,SC,Google,PED002831,SKU014,2025-03-19,3,Chocolate,Padrão,19.99,27.88,7.890000000000001
CLI03165,50,9293.19,SC,Google,PED028125,SKU039,2025-03-03,2,Queijo,Fancy,37.03,128.84,91.81
CLI03165,50,9293.19,SC,Google,PED037455,SKU031,2025-04-17,2,Queijo,Padrão,14.02,17.8,3.780000000000001
CLI03166,34,4153.2,MG,Orgânico,PED002709,SKU002,2025-09-01,4,Vinho,Padrão,13.96,19.13,5.169999999999998
CLI03166,34,4153.2,MG,Orgânico,PED006992,SKU031,2025-06-14,3,Queijo,Padrão,14.02,17.8,3.780000000000001
CLI03166,34,4153.2,MG,Orgânico,PED018410,SKU003,2025-10-08,2,Café,Padrão,28.73,37.16,8.429999999999996
CLI03166,34,4153.2,MG,Orgânico,PED044588,SKU006,2025-11-05,4,Queijo,Padrão,24.85,33.3,8.449999999999996
CLI03167,23,1965.5,RJ,Orgânico,PED007821,SKU048,2025-05-26,1,Chocolate,Fancy,32.15,97.58,65.43
CLI03167,23,1965.5,RJ,Orgânico,PED008373,SKU036,2025-04-07,5,Queijo,Padrão,8.56,10.97,2.41
CLI03167,23,1965.5,RJ,Orgânico,PED009521,SKU036,2025-02-08,3,Queijo,Padrão,8.56,10.97,2.41
CLI03167,23,1965.5,RJ,Orgânico,PED020995,SKU045,2025-01-20,1,Queijo,Fancy,23.07,70.64,47.57
CLI03167,23,1965.5,RJ,Orgânico,PED021434,SKU014,2025-10-24,5,Chocolate,Padrão,19.99,27.88,7.890000000000001
CLI03167,23,1965.5,RJ,Orgânico,PED034744,SKU018,2025-02-12,4,Café,Padrão,5.9,7.71,1.8099999999999996
CLI03167,23,1965.5,RJ,Orgânico,PED044550,SKU007,2025-07-07,2,Chocolate,Padrão,10.68,13.22,2.540000000000001
CLI03167,23,1965.5,RJ,Orgânico,PED046890,SKU033,2025-12-30,4,Vinho,Padrão,25.99,33.35,7.360000000000003
CLI03167,23,1965.5,RJ,Orgânico,PED047201,SKU007,2025-11-13,4,Chocolate,Padrão,10.68,13.22,2.540000000000001
CLI03168,21,3067.1,SC,Instagram,PED010770,SKU016,2025-03-21,2,Vinho,Fancy,44.92,112.37,67.45
CLI03168,21,3067.1,SC,Instagram,PED014132,SKU044,2025-12-05,1,Café,Fancy,33.82,116.07,82.25
CLI03168,21,3067.1,SC,Instagram,PED021891,SKU008,2025-12-16,2,Queijo,Fancy,19.92,44.93,25.009999999999998
CLI03168,21,3067.1,SC,Instagram,PED032159,SKU032,2025-01-13,4,Chocolate,Padrão,29.64,36.07,6.43
CLI03168,21,3067.1,SC,Instagram,PED038336,SKU021,2025-01-18,1,Queijo,Fancy,34.11,92.27,58.16
CLI03168,21,3067.1,SC,Instagram,PED040146,SKU040,2025-06-21,2,Chocolate,Padrão,12.65,17.56,4.909999999999998
CLI03168,21,3067.1,SC,Instagram,PED042654,SKU007,2025-12-03,5,Chocolate,Padrão,10.68,13.22,2.540000000000001
CLI03168,21,3067.1,SC,Instagram,PED045106,SKU011,2025-07-01,2,Queijo,Fancy,29.61,95.33,65.72
CLI03169,37,6357.86,RS,Google,PED012216,SKU020,2025-04-07,5,Vinho,Padrão,13.27,18.56,5.289999999999999
CLI03169,37,6357.86,RS,Google,PED031624,SKU022,2025-08-14,4,Vinho,Padrão,24.91,33.34,8.430000000000003
CLI03169,37,6357.86,RS,Google,PED036627,SKU004,2025-12-02,2,Vinho,Padrão,15.7,20.26,4.560000000000002
CLI03169,37,6357.86,RS,Google,PED039446,SKU024,2025-11-20,5,Café,Padrão,22.37,29.42,7.050000000000001
CLI03170,65,10850.95,MG,Orgânico,PED015256,SKU012,2025-02-10,4,Café,Padrão,21.24,29.1,7.860000000000003
CLI03170,65,10850.95,MG,Orgânico,PED016237,SKU010,2025-12-20,2,Chocolate,Fancy,22.36,48.84,26.480000000000004
CLI03170,65,10850.95,MG,Orgânico,PED019992,SKU010,2025-08-02,1,Chocolate,Fancy,22.36,48.84,26.480000000000004
CLI03170,65,10850.95,MG,Orgânico,PED022237,SKU024,2025-04-18,5,Café,Padrão,22.37,29.42,7.050000000000001
CLI03170,65,10850.95,MG,Orgânico,PED035841,SKU044,2025-07-20,2,Café,Fancy,33.82,116.07,82.25
CLI03171,64,12041.89,MG,Orgânico,PED021034,SKU010,2025-11-19,1,Chocolate,Fancy,22.36,48.84,26.480000000000004
CLI03171,64,12041.89,MG,Orgânico,PED023770,SKU036,2025-05-24,2,Queijo,Padrão,8.56,10.97,2.41
CLI03171,64,12041.89,MG,Orgânico,PED036101,SKU012,2025-10-10,3,Café,Padrão,21.24,29.1,7.860000000000003
CLI03171,64,12041.89,MG,Orgânico,PED047882,SKU018,2025-01-27,5,Café,Padrão,5.9,7.71,1.8099999999999996
CLI03171,64,12041.89,MG,Orgânico,PED048622,SKU007,2025-11-19,3,Chocolate,Padrão,10.68,13.22,2.540000000000001
CLI03171,64,12041.89,MG,Orgânico,PED049261,SKU042,2025-08-25,4,Café,Padrão,22.14,29.93,7.789999999999999
CLI03172,44,6849.1,RS,Orgânico,PED005003,SKU024,2025-09-03,5,Café,Padrão,22.37,29.42,7.050000000000001
CLI03172,44,6849.1,RS,Orgânico,PED005059,SKU019,2025-08-10,2,Queijo,Padrão,6.62,8.72,2.1000000000000005
CLI03172,44,6849.1,RS,Orgânico,PED010119,SKU006,2025-10-17,4,Queijo,Padrão,24.85,33.3,8.449999999999996
CLI03172,44,6849.1,RS,Orgânico,PED011469,SKU035,2025-05-03,5,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI03172,44,6849.1,RS,Orgânico,PED024517,SKU032,2025-09-21,3,Chocolate,Padrão,29.64,36.07,6.43
CLI03173,32,6915.34,SP,Google,PED001084,SKU016,2025-11-24,2,Vinho,Fancy,44.92,112.37,67.45
CLI03173,32,6915.34,SP,Google,PED008192,SKU035,2025-12-31,2,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI03173,32,6915.34,SP,Google,PED019983,SKU004,2025-05-03,5,Vinho,Padrão,15.7,20.26,4.560000000000002
CLI03173,32,6915.34,SP,Google,PED030910,SKU034,2025-12-23,2,Café,Padrão,28.01,34.38,6.370000000000001
CLI03173,32,6915.34,SP,Google,PED040305,SKU012,2025-06-02,3,Café,Padrão,21.24,29.1,7.860000000000003
CLI03173,32,6915.34,SP,Google,PED041353,SKU036,2025-06-06,4,Queijo,Padrão,8.56,10.97,2.41
CLI03173,32,6915.34,SP,Google,PED043858,SKU008,2025-08-14,2,Queijo,Fancy,19.92,44.93,25.009999999999998
CLI03174,23,3373.16,MG,Instagram,PED000661,SKU038,2025-11-05,2,Queijo,Fancy,41.12,86.83,45.71
CLI03174,23,3373.16,MG,Instagram,PED001239,SKU044,2025-08-11,1,Café,Fancy,33.82,116.07,82.25
CLI03174,23,3373.16,MG,Instagram,PED002334,SKU001,2025-03-11,1,Chocolate,Fancy,36.19,101.34,65.15
CLI03174,23,3373.16,MG,Instagram,PED005113,SKU041,2025-10-21,1,Café,Fancy,28.04,86.55,58.51
CLI03174,23,3373.16,MG,Instagram,PED017394,SKU046,2025-04-14,2,Café,Fancy,28.93,92.47,63.54
CLI03174,23,3373.16,MG,Instagram,PED025072,SKU044,2025-05-14,2,Café,Fancy,33.82,116.07,82.25
CLI03174,23,3373.16,MG,Instagram,PED030913,SKU001,2025-09-17,2,Chocolate,Fancy,36.19,101.34,65.15
CLI03174,23,3373.16,MG,Instagram,PED034508,SKU001,2025-04-07,1,Chocolate,Fancy,36.19,101.34,65.15
CLI03174,23,3373.16,MG,Instagram,PED034578,SKU044,2025-07-30,2,Café,Fancy,33.82,116.07,82.25
CLI03174,23,3373.16,MG,Instagram,PED034699,SKU008,2025-11-16,2,Queijo,Fancy,19.92,44.93,25.009999999999998
CLI03174,23,3373.16,MG,Instagram,PED037781,SKU048,2025-05-23,2,Chocolate,Fancy,32.15,97.58,65.43
CLI03175,64,12408.77,PE,Orgânico,PED002958,SKU013,2025-02-01,3,Café,Padrão,13.05,16.27,3.219999999999999
CLI03175,64,12408.77,PE,Orgânico,PED017555,SKU035,2025-03-03,5,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI03175,64,12408.77,PE,Orgânico,PED018942,SKU014,2025-09-08,4,Chocolate,Padrão,19.99,27.88,7.890000000000001
CLI03175,64,12408.77,PE,Orgânico,PED029787,SKU016,2025-10-20,2,Vinho,Fancy,44.92,112.37,67.45
CLI03175,64,12408.77,PE,Orgânico,PED035912,SKU045,2025-06-10,2,Queijo,Fancy,23.07,70.64,47.57
CLI03175,64,12408.77,PE,Orgânico,PED045056,SKU033,2025-04-24,3,Vinho,Padrão,25.99,33.35,7.360000000000003
CLI03176,31,3476.25,MG,TikTok,PED027559,SKU029,2025-08-03,2,Café,Fancy,19.0,46.93,27.93
CLI03177,28,8413.94,BA,Instagram,PED010588,SKU048,2025-06-17,2,Chocolate,Fancy,32.15,97.58,65.43
CLI03177,28,8413.94,BA,Instagram,PED017392,SKU014,2025-03-27,3,Chocolate,Padrão,19.99,27.88,7.890000000000001
CLI03177,28,8413.94,BA,Instagram,PED021659,SKU038,2025-02-02,2,Queijo,Fancy,41.12,86.83,45.71
CLI03177,28,8413.94,BA,Instagram,PED038935,SKU016,2025-02-10,1,Vinho,Fancy,44.92,112.37,67.45
CLI03177,28,8413.94,BA,Instagram,PED046189,SKU010,2025-01-07,2,Chocolate,Fancy,22.36,48.84,26.480000000000004
CLI03178,56,2004.14,PE,Orgânico,PED003883,SKU050,2025-11-05,2,Chocolate,Padrão,13.55,18.75,5.199999999999999
CLI03178,56,2004.14,PE,Orgânico,PED009397,SKU009,2025-11-24,3,Queijo,Padrão,11.4,14.19,2.789999999999999
CLI03178,56,2004.14,PE,Orgânico,PED014599,SKU023,2025-03-17,3,Vinho,Padrão,18.37,23.98,5.609999999999999
CLI03178,56,2004.14,PE,Orgânico,PED023637,SKU035,2025-05-05,3,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI03178,56,2004.14,PE,Orgânico,PED029115,SKU025,2025-05-27,3,Chocolate,Padrão,7.36,9.23,1.87
CLI03178,56,2004.14,PE,Orgânico,PED033696,SKU050,2025-06-09,2,Chocolate,Padrão,13.55,18.75,5.199999999999999
CLI03178,56,2004.14,PE,Orgânico,PED040332,SKU050,2025-03-25,4,Chocolate,Padrão,13.55,18.75,5.199999999999999
CLI03179,26,6278.7,SP,Orgânico,PED008228,SKU029,2025-08-17,1,Café,Fancy,19.0,46.93,27.93
CLI03179,26,6278.7,SP,Orgânico,PED021128,SKU005,2025-02-23,2,Café,Padrão,8.25,10.54,2.289999999999999
CLI03180,43,4733.34,SC,Orgânico,PED008643,SKU007,2025-10-24,4,Chocolate,Padrão,10.68,13.22,2.540000000000001
CLI03180,43,4733.34,SC,Orgânico,PED017720,SKU044,2025-12-12,1,Café,Fancy,33.82,116.07,82.25
CLI03180,43,4733.34,SC,Orgânico,PED019644,SKU022,2025-04-16,3,Vinho,Padrão,24.91,33.34,8.430000000000003
CLI03180,43,4733.34,SC,Orgânico,PED026615,SKU027,2025-01-01,3,Queijo,Padrão,16.11,20.55,4.440000000000001
CLI03180,43,4733.34,SC,Orgânico,PED030934,SKU040,2025-10-30,5,Chocolate,Padrão,12.65,17.56,4.909999999999998
CLI03180,43,4733.34,SC,Orgânico,PED036350,SKU002,2025-12-06,3,Vinho,Padrão,13.96,19.13,5.169999999999998
CLI03180,43,4733.34,SC,Orgânico,PED037053,SKU005,2025-05-08,2,Café,Padrão,8.25,10.54,2.289999999999999
CLI03180,43,4733.34,SC,Orgânico,PED039735,SKU027,2025-10-25,2,Queijo,Padrão,16.11,20.55,4.440000000000001
CLI03180,43,4733.34,SC,Orgânico,PED042535,SKU037,2025-11-03,1,Vinho,Fancy,22.55,50.24,27.69
CLI03180,43,4733.34,SC,Orgânico,PED044750,SKU005,2025-08-10,4,Café,Padrão,8.25,10.54,2.289999999999999
CLI03181,33,4766.29,BA,Instagram,PED015385,SKU010,2025-09-04,1,Chocolate,Fancy,22.36,48.84,26.480000000000004
CLI03181,33,4766.29,BA,Instagram,PED047788,SKU016,2025-09-11,1,Vinho,Fancy,44.92,112.37,67.45
CLI03181,33,4766.29,BA,Instagram,PED049127,SKU016,2025-12-09,1,Vinho,Fancy,44.92,112.37,67.45
CLI03182,22,3796.56,PE,Instagram,PED002159,SKU021,2025-12-13,2,Queijo,Fancy,34.11,92.27,58.16
CLI03182,22,3796.56,PE,Instagram,PED003559,SKU044,2025-07-20,2,Café,Fancy,33.82,116.07,82.25
CLI03182,22,3796.56,PE,Instagram,PED015446,SKU045,2025-07-27,1,Queijo,Fancy,23.07,70.64,47.57
CLI03182,22,3796.56,PE,Instagram,PED026331,SKU028,2025-03-28,2,Café,Fancy,21.85,62.6,40.75
CLI03182,22,3796.56,PE,Instagram,PED027797,SKU010,2025-10-24,2,Chocolate,Fancy,22.36,48.84,26.480000000000004
CLI03182,22,3796.56,PE,Instagram,PED034724,SKU045,2025-10-09,2,Queijo,Fancy,23.07,70.64,47.57
CLI03182,22,3796.56,PE,Instagram,PED035102,SKU029,2025-09-23,2,Café,Fancy,19.0,46.93,27.93
CLI03182,22,3796.56,PE,Instagram,PED043901,SKU027,2025-12-31,4,Queijo,Padrão,16.11,20.55,4.440000000000001
CLI03182,22,3796.56,PE,Instagram,PED047039,SKU017,2025-09-16,1,Café,Fancy,49.65,128.55,78.9
CLI03183,69,3044.8,SP,Google,PED000424,SKU003,2025-09-12,3,Café,Padrão,28.73,37.16,8.429999999999996
CLI03183,69,3044.8,SP,Google,PED026933,SKU039,2025-03-26,2,Queijo,Fancy,37.03,128.84,91.81
CLI03183,69,3044.8,SP,Google,PED031662,SKU013,2025-11-29,2,Café,Padrão,13.05,16.27,3.219999999999999
CLI03183,69,3044.8,SP,Google,PED036524,SKU040,2025-02-02,3,Chocolate,Padrão,12.65,17.56,4.909999999999998
CLI03184,27,7567.65,PE,Instagram,PED018826,SKU048,2025-03-19,1,Chocolate,Fancy,32.15,97.58,65.43
CLI03184,27,7567.65,PE,Instagram,PED022048,SKU030,2025-10-16,2,Chocolate,Padrão,21.01,27.55,6.539999999999999
CLI03184,27,7567.65,PE,Instagram,PED028503,SKU043,2025-05-02,2,Chocolate,Padrão,12.3,17.05,4.75
CLI03184,27,7567.65,PE,Instagram,PED032540,SKU037,2025-12-24,1,Vinho,Fancy,22.55,50.24,27.69
CLI03185,67,7291.79,PR,Orgânico,PED011991,SKU032,2025-11-12,4,Chocolate,Padrão,29.64,36.07,6.43
CLI03185,67,7291.79,PR,Orgânico,PED028399,SKU045,2025-12-21,2,Queijo,Fancy,23.07,70.64,47.57
CLI03185,67,7291.79,PR,Orgânico,PED030159,SKU006,2025-07-23,5,Queijo,Padrão,24.85,33.3,8.449999999999996
CLI03185,67,7291.79,PR,Orgânico,PED037963,SKU043,2025-08-30,3,Chocolate,Padrão,12.3,17.05,4.75
CLI03185,67,7291.79,PR,Orgânico,PED038061,SKU030,2025-09-04,2,Chocolate,Padrão,21.01,27.55,6.539999999999999
CLI03185,67,7291.79,PR,Orgânico,PED038926,SKU007,2025-05-26,3,Chocolate,Padrão,10.68,13.22,2.540000000000001
CLI03185,67,7291.79,PR,Orgânico,PED039864,SKU030,2025-06-10,3,Chocolate,Padrão,21.01,27.55,6.539999999999999
CLI03185,67,7291.79,PR,Orgânico,PED040604,SKU049,2025-12-19,1,Café,Fancy,31.37,77.62,46.25
CLI03185,67,7291.79,PR,Orgânico,PED043410,SKU043,2025-07-16,3,Chocolate,Padrão,12.3,17.05,4.75
CLI03186,20,3740.54,PR,Instagram,PED032618,SKU014,2025-11-23,3,Chocolate,Padrão,19.99,27.88,7.890000000000001
CLI03186,20,3740.54,PR,Instagram,PED033468,SKU029,2025-12-08,1,Café,Fancy,19.0,46.93,27.93
CLI03186,20,3740.54,PR,Instagram,PED038360,SKU002,2025-02-28,2,Vinho,Padrão,13.96,19.13,5.169999999999998
CLI03187,30,6263.05,PE,TikTok,PED002270,SKU048,2025-10-24,2,Chocolate,Fancy,32.15,97.58,65.43
CLI03187,30,6263.05,PE,TikTok,PED004336,SKU021,2025-02-08,1,Queijo,Fancy,34.11,92.27,58.16
CLI03187,30,6263.05,PE,TikTok,PED018151,SKU008,2025-05-22,1,Queijo,Fancy,19.92,44.93,25.009999999999998
CLI03187,30,6263.05,PE,TikTok,PED020794,SKU022,2025-01-25,5,Vinho,Padrão,24.91,33.34,8.430000000000003
CLI03187,30,6263.05,PE,TikTok,PED021929,SKU041,2025-01-25,1,Café,Fancy,28.04,86.55,58.51
CLI03187,30,6263.05,PE,TikTok,PED042796,SKU013,2025-07-03,5,Café,Padrão,13.05,16.27,3.219999999999999
CLI03187,30,6263.05,PE,TikTok,PED043502,SKU038,2025-09-16,1,Queijo,Fancy,41.12,86.83,45.71
CLI03187,30,6263.05,PE,TikTok,PED047513,SKU011,2025-08-01,1,Queijo,Fancy,29.61,95.33,65.72
CLI03188,60,4395.88,RJ,Google,PED017073,SKU014,2025-11-18,3,Chocolate,Padrão,19.99,27.88,7.890000000000001
CLI03188,60,4395.88,RJ,Google,PED028961,SKU020,2025-07-05,4,Vinho,Padrão,13.27,18.56,5.289999999999999
CLI03188,60,4395.88,RJ,Google,PED035235,SKU001,2025-08-08,1,Chocolate,Fancy,36.19,101.34,65.15
CLI03189,66,4368.95,MG,Google,PED012191,SKU025,2025-10-29,5,Chocolate,Padrão,7.36,9.23,1.87
CLI03190,47,11448.25,RS,Instagram,PED012945,SKU043,2025-10-04,4,Chocolate,Padrão,12.3,17.05,4.75
CLI03190,47,11448.25,RS,Instagram,PED030772,SKU009,2025-11-18,4,Queijo,Padrão,11.4,14.19,2.789999999999999
CLI03190,47,11448.25,RS,Instagram,PED036005,SKU006,2025-11-06,4,Queijo,Padrão,24.85,33.3,8.449999999999996
CLI03190,47,11448.25,RS,Instagram,PED036739,SKU040,2025-03-20,5,Chocolate,Padrão,12.65,17.56,4.909999999999998
CLI03191,62,5772.4,PR,Google,PED037274,SKU044,2025-09-23,1,Café,Fancy,33.82,116.07,82.25
CLI03192,23,2364.09,SC,TikTok,PED001890,SKU035,2025-01-15,3,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI03192,23,2364.09,SC,TikTok,PED007611,SKU041,2025-10-29,2,Café,Fancy,28.04,86.55,58.51
CLI03192,23,2364.09,SC,TikTok,PED012054,SKU048,2025-01-27,1,Chocolate,Fancy,32.15,97.58,65.43
CLI03192,23,2364.09,SC,TikTok,PED017705,SKU008,2025-08-14,1,Queijo,Fancy,19.92,44.93,25.009999999999998
CLI03192,23,2364.09,SC,TikTok,PED022456,SKU001,2025-07-01,1,Chocolate,Fancy,36.19,101.34,65.15
CLI03192,23,2364.09,SC,TikTok,PED026041,SKU024,2025-07-06,5,Café,Padrão,22.37,29.42,7.050000000000001
CLI03192,23,2364.09,SC,TikTok,PED031241,SKU045,2025-08-22,2,Queijo,Fancy,23.07,70.64,47.57
CLI03192,23,2364.09,SC,TikTok,PED033177,SKU010,2025-06-20,2,Chocolate,Fancy,22.36,48.84,26.480000000000004
CLI03192,23,2364.09,SC,TikTok,PED043057,SKU021,2025-10-16,1,Queijo,Fancy,34.11,92.27,58.16
CLI03192,23,2364.09,SC,TikTok,PED047938,SKU017,2025-09-26,1,Café,Fancy,49.65,128.55,78.9
CLI03193,34,4681.4,SC,TikTok,PED014619,SKU027,2025-06-16,2,Queijo,Padrão,16.11,20.55,4.440000000000001
CLI03193,34,4681.4,SC,TikTok,PED023270,SKU045,2025-05-15,2,Queijo,Fancy,23.07,70.64,47.57
CLI03193,34,4681.4,SC,TikTok,PED046111,SKU049,2025-02-11,1,Café,Fancy,31.37,77.62,46.25
CLI03194,62,5903.16,RS,Orgânico,PED006153,SKU003,2025-02-19,2,Café,Padrão,28.73,37.16,8.429999999999996
CLI03194,62,5903.16,RS,Orgânico,PED012893,SKU044,2025-07-26,2,Café,Fancy,33.82,116.07,82.25
CLI03194,62,5903.16,RS,Orgânico,PED026061,SKU011,2025-09-03,2,Queijo,Fancy,29.61,95.33,65.72
CLI03194,62,5903.16,RS,Orgânico,PED046417,SKU030,2025-06-28,4,Chocolate,Padrão,21.01,27.55,6.539999999999999
CLI03195,68,2885.15,PE,Instagram,PED011262,SKU046,2025-04-20,2,Café,Fancy,28.93,92.47,63.54
CLI03195,68,2885.15,PE,Instagram,PED032262,SKU023,2025-12-14,3,Vinho,Padrão,18.37,23.98,5.609999999999999
CLI03195,68,2885.15,PE,Instagram,PED037047,SKU001,2025-02-13,2,Chocolate,Fancy,36.19,101.34,65.15
CLI03195,68,2885.15,PE,Instagram,PED042451,SKU002,2025-07-23,2,Vinho,Padrão,13.96,19.13,5.169999999999998
CLI03195,68,2885.15,PE,Instagram,PED048643,SKU023,2025-11-07,4,Vinho,Padrão,18.37,23.98,5.609999999999999
CLI03196,36,7595.7,PR,Google,PED015731,SKU036,2025-10-11,3,Queijo,Padrão,8.56,10.97,2.41
CLI03196,36,7595.7,PR,Google,PED021888,SKU040,2025-10-04,3,Chocolate,Padrão,12.65,17.56,4.909999999999998
CLI03196,36,7595.7,PR,Google,PED024139,SKU035,2025-01-22,3,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI03196,36,7595.7,PR,Google,PED043731,SKU034,2025-08-23,3,Café,Padrão,28.01,34.38,6.370000000000001
CLI03196,36,7595.7,PR,Google,PED043759,SKU009,2025-04-26,4,Queijo,Padrão,11.4,14.19,2.789999999999999
CLI03197,59,7829.58,SP,Orgânico,PED012620,SKU009,2025-08-11,4,Queijo,Padrão,11.4,14.19,2.789999999999999
CLI03197,59,7829.58,SP,Orgânico,PED017529,SKU024,2025-10-05,3,Café,Padrão,22.37,29.42,7.050000000000001
CLI03197,59,7829.58,SP,Orgânico,PED020182,SKU007,2025-05-20,2,Chocolate,Padrão,10.68,13.22,2.540000000000001
CLI03197,59,7829.58,SP,Orgânico,PED033285,SKU004,2025-08-11,4,Vinho,Padrão,15.7,20.26,4.560000000000002
CLI03197,59,7829.58,SP,Orgânico,PED048372,SKU003,2025-03-08,2,Café,Padrão,28.73,37.16,8.429999999999996
CLI03198,52,9491.99,BA,Orgânico,PED021735,SKU012,2025-10-10,3,Café,Padrão,21.24,29.1,7.860000000000003
CLI03198,52,9491.99,BA,Orgânico,PED028950,SKU004,2025-07-30,4,Vinho,Padrão,15.7,20.26,4.560000000000002
CLI03198,52,9491.99,BA,Orgânico,PED046447,SKU001,2025-07-21,2,Chocolate,Fancy,36.19,101.34,65.15
CLI03198,52,9491.99,BA,Orgânico,PED047976,SKU035,2025-06-24,2,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI03200,43,2378.4,RJ,Google,PED006877,SKU019,2025-08-27,2,Queijo,Padrão,6.62,8.72,2.1000000000000005
